Channel;OrderDate;Month-Year;OrderQuantity;UnitPrice;UnitCost
Online;08/07/2018;2018-07;2;5621;2586
Distributor;08/07/2018;2018-07;8;1139;649
In-Store;08/08/2018;2018-08;7;2265;1834
In-Store;08/08/2018;2018-08;4;884;566
In-Store;08/08/2018;2018-08;5;683;383
Online;08/08/2018;2018-08;1;1025;482
Wholesale;08/08/2018;2018-08;7;3732;2276
Online;08/08/2018;2018-08;2;5568;3229
In-Store;08/08/2018;2018-08;6;992;526
Online;08/08/2018;2018-08;8;3853;3043
In-Store;08/08/2018;2018-08;1;3906;1836
Online;08/08/2018;2018-08;1;5119;2355
Online;08/08/2018;2018-08;7;6117;4404
Distributor;08/08/2018;2018-08;6;1025;851
In-Store;08/08/2018;2018-08;7;945;463
In-Store;08/09/2018;2018-09;3;1025;656
In-Store;08/09/2018;2018-09;8;3859;2045
Wholesale;08/09/2018;2018-09;4;194;91
In-Store;08/09/2018;2018-09;4;6184;4638
Distributor;08/09/2018;2018-09;3;1729;916
In-Store;08/09/2018;2018-09;6;931;773
In-Store;08/09/2018;2018-09;6;3886;2798
Distributor;08/09/2018;2018-09;3;235;96
In-Store;08/09/2018;2018-09;3;3980;1990
Wholesale;08/10/2018;2018-10;1;3357;1846
In-Store;08/10/2018;2018-10;6;2519;1310
In-Store;08/10/2018;2018-10;3;838;461
In-Store;08/10/2018;2018-10;2;3926;2552
In-Store;08/10/2018;2018-10;5;6231;4798
Online;08/10/2018;2018-10;4;3933;2871
Distributor;08/10/2018;2018-10;4;3966;2816
Distributor;08/10/2018;2018-10;1;2291;1581
In-Store;08/10/2018;2018-10;5;3678;2060
Distributor;08/11/2018;2018-11;7;4000;3040
Online;08/11/2018;2018-11;8;992;575
Online;08/11/2018;2018-11;6;5447;4249
Online;08/11/2018;2018-11;3;2452;1054
In-Store;08/11/2018;2018-11;4;998;469
In-Store;08/11/2018;2018-11;4;1313;578
In-Store;08/11/2018;2018-11;1;2513;1658
Wholesale;08/12/2018;2018-12;6;5347;3529
In-Store;08/12/2018;2018-12;2;3618;2496
Online;08/12/2018;2018-12;7;1876;1501
In-Store;08/12/2018;2018-12;1;255;201
In-Store;08/12/2018;2018-12;3;3826;1530
In-Store;08/12/2018;2018-12;6;2251;1621
Distributor;08/12/2018;2018-12;8;4013;3090
Wholesale;08/12/2018;2018-12;1;1072;836
Distributor;13/08/2018;2018-08;3;2459;2090
In-Store;13/08/2018;2018-08;8;1809;1013
Online;13/08/2018;2018-08;7;1729;1158
Online;13/08/2018;2018-08;6;3719;2677
In-Store;13/08/2018;2018-08;3;181;150
Wholesale;13/08/2018;2018-08;1;3940;3270
Distributor;13/08/2018;2018-08;6;1869;1196
In-Store;13/08/2018;2018-08;5;864;691
Distributor;13/08/2018;2018-08;3;1099;835
In-Store;13/08/2018;2018-08;4;3846;2731
In-Store;13/08/2018;2018-08;3;5246;3882
Online;13/08/2018;2018-08;8;764;405
Distributor;14/08/2018;2018-08;1;3819;2673
In-Store;14/08/2018;2018-08;2;2425;2013
Online;14/08/2018;2018-08;6;1320;884
In-Store;14/08/2018;2018-08;6;1126;529
In-Store;14/08/2018;2018-08;3;6318;2590
In-Store;14/08/2018;2018-08;8;3243;1459
Wholesale;14/08/2018;2018-08;4;1936;1142
Online;14/08/2018;2018-08;4;3946;3039
Online;14/08/2018;2018-08;6;1079;442
Distributor;15/08/2018;2018-08;3;5588;3967
Distributor;15/08/2018;2018-08;1;3109;1896
Wholesale;15/08/2018;2018-08;1;871;662
In-Store;15/08/2018;2018-08;7;1816;1543
Online;15/08/2018;2018-08;7;985;542
Distributor;15/08/2018;2018-08;3;3926;1728
Online;16/08/2018;2018-08;1;235;127
In-Store;16/08/2018;2018-08;8;2553;1430
In-Store;16/08/2018;2018-08;4;858;592
In-Store;16/08/2018;2018-08;3;1065;554
Online;16/08/2018;2018-08;4;1977;1581
In-Store;16/08/2018;2018-08;2;3839;2726
Online;16/08/2018;2018-08;3;3899;2808
In-Store;16/08/2018;2018-08;6;181;85
Wholesale;16/08/2018;2018-08;6;1226;589
Distributor;16/08/2018;2018-08;8;784;314
In-Store;17/08/2018;2018-08;7;978;489
Online;17/08/2018;2018-08;6;3169;1616
Online;17/08/2018;2018-08;2;3055;1497
Wholesale;17/08/2018;2018-08;4;2606;1564
In-Store;17/08/2018;2018-08;7;1045;794
In-Store;17/08/2018;2018-08;8;1910;1069
Distributor;17/08/2018;2018-08;3;985;689
In-Store;17/08/2018;2018-08;6;1166;944
In-Store;17/08/2018;2018-08;7;1749;944
In-Store;17/08/2018;2018-08;3;3819;2024
Online;17/08/2018;2018-08;1;1146;745
In-Store;17/08/2018;2018-08;5;3645;1968
In-Store;17/08/2018;2018-08;5;3866;3093
Distributor;17/08/2018;2018-08;6;194;111
Online;18/08/2018;2018-08;2;3363;1682
In-Store;18/08/2018;2018-08;5;3008;2407
In-Store;18/08/2018;2018-08;1;3055;2230
Wholesale;18/08/2018;2018-08;8;1032;629
Distributor;18/08/2018;2018-08;7;3940;2127
Distributor;18/08/2018;2018-08;4;3886;2720
In-Store;18/08/2018;2018-08;2;3109;1896
Online;18/08/2018;2018-08;1;1012;506
Online;18/08/2018;2018-08;5;2553;1327
In-Store;18/08/2018;2018-08;5;1675;955
Distributor;19/08/2018;2018-08;5;1139;831
Wholesale;19/08/2018;2018-08;7;6338;3803
Online;19/08/2018;2018-08;3;2231;1874
Distributor;19/08/2018;2018-08;6;2312;1526
Online;19/08/2018;2018-08;7;3832;2836
Online;19/08/2018;2018-08;6;1005;794
In-Store;19/08/2018;2018-08;8;1065;671
In-Store;19/08/2018;2018-08;3;1889;1455
Online;20/08/2018;2018-08;4;168;109
In-Store;20/08/2018;2018-08;3;6030;2472
In-Store;20/08/2018;2018-08;2;838;528
In-Store;20/08/2018;2018-08;6;1782;1051
Online;20/08/2018;2018-08;8;998;439
In-Store;20/08/2018;2018-08;4;4000;2680
Online;21/08/2018;2018-08;8;1896;1119
Distributor;21/08/2018;2018-08;2;1039;478
Distributor;21/08/2018;2018-08;2;3839;3071
In-Store;21/08/2018;2018-08;1;744;535
Wholesale;21/08/2018;2018-08;6;2446;1100
In-Store;21/08/2018;2018-08;7;2613;1463
In-Store;21/08/2018;2018-08;8;188;128
Online;21/08/2018;2018-08;2;5494;3846
In-Store;21/08/2018;2018-08;2;5782;4626
Distributor;21/08/2018;2018-08;5;3873;2052
Wholesale;22/08/2018;2018-08;5;6445;3545
Online;22/08/2018;2018-08;7;228;93
Wholesale;22/08/2018;2018-08;5;248;151
Online;22/08/2018;2018-08;8;1032;764
Online;22/08/2018;2018-08;3;2238;1499
In-Store;22/08/2018;2018-08;5;1179;825
In-Store;22/08/2018;2018-08;7;2379;1546
Online;22/08/2018;2018-08;1;1025;769
Distributor;22/08/2018;2018-08;6;1802;721
Online;22/08/2018;2018-08;6;1916;1016
In-Store;23/08/2018;2018-08;6;3022;1662
Distributor;23/08/2018;2018-08;3;2251;1711
In-Store;23/08/2018;2018-08;4;2620;1074
Online;23/08/2018;2018-08;2;2010;884
In-Store;23/08/2018;2018-08;6;1146;687
Online;23/08/2018;2018-08;3;3618;1447
In-Store;23/08/2018;2018-08;5;3551;2983
Online;23/08/2018;2018-08;5;945;737
In-Store;23/08/2018;2018-08;4;174;75
Online;23/08/2018;2018-08;4;1809;1465
Online;24/08/2018;2018-08;8;3993;1877
Online;24/08/2018;2018-08;6;1005;794
In-Store;24/08/2018;2018-08;8;3819;2177
In-Store;24/08/2018;2018-08;2;2251;968
In-Store;24/08/2018;2018-08;8;965;666
In-Store;24/08/2018;2018-08;2;1018;733
Wholesale;25/08/2018;2018-08;7;261;118
Online;25/08/2018;2018-08;1;2888;1530
In-Store;25/08/2018;2018-08;1;1099;857
Online;25/08/2018;2018-08;5;2218;1597
In-Store;25/08/2018;2018-08;1;255;165
Wholesale;25/08/2018;2018-08;4;2432;2019
In-Store;25/08/2018;2018-08;4;2499;1624
In-Store;25/08/2018;2018-08;8;3564;1497
In-Store;25/08/2018;2018-08;8;2533;1596
Wholesale;26/08/2018;2018-08;5;1769;1044
Distributor;26/08/2018;2018-08;4;2446;1223
Wholesale;26/08/2018;2018-08;4;5856;4568
Online;26/08/2018;2018-08;3;3980;3224
Online;26/08/2018;2018-08;8;965;444
In-Store;27/08/2018;2018-08;3;248;159
In-Store;27/08/2018;2018-08;7;3189;2264
Online;27/08/2018;2018-08;3;5340;2830
Distributor;27/08/2018;2018-08;2;1139;718
Online;27/08/2018;2018-08;5;208;91
Online;27/08/2018;2018-08;6;2345;1243
In-Store;27/08/2018;2018-08;4;2432;1824
In-Store;27/08/2018;2018-08;6;1112;578
Online;27/08/2018;2018-08;7;1099;670
Distributor;27/08/2018;2018-08;5;1159;742
Distributor;27/08/2018;2018-08;8;2667;1253
Online;27/08/2018;2018-08;8;2834;1190
Online;27/08/2018;2018-08;8;3953;2451
In-Store;27/08/2018;2018-08;8;1762;1128
Online;28/08/2018;2018-08;1;2593;1400
Wholesale;28/08/2018;2018-08;6;2506;1378
Online;28/08/2018;2018-08;5;194;138
In-Store;28/08/2018;2018-08;6;5822;2853
In-Store;29/08/2018;2018-08;2;1816;1434
Online;29/08/2018;2018-08;8;3906;2148
Wholesale;29/08/2018;2018-08;1;3926;1767
Online;29/08/2018;2018-08;2;6124;4960
Distributor;29/08/2018;2018-08;1;1132;962
Online;29/08/2018;2018-08;2;3859;2316
Wholesale;29/08/2018;2018-08;3;797;454
Online;29/08/2018;2018-08;3;5380;3174
Online;30/08/2018;2018-08;8;3987;2870
In-Store;30/08/2018;2018-08;5;1219;951
Online;30/08/2018;2018-08;6;1682;1345
In-Store;30/08/2018;2018-08;2;174;80
Wholesale;30/08/2018;2018-08;4;3866;1740
In-Store;30/08/2018;2018-08;2;5132;2515
In-Store;30/08/2018;2018-08;3;1829;988
Distributor;30/08/2018;2018-08;3;3162;2024
Wholesale;30/08/2018;2018-08;2;6104;2747
In-Store;30/08/2018;2018-08;6;750;600
Distributor;31/08/2018;2018-08;2;168;101
In-Store;31/08/2018;2018-08;8;2653;2069
In-Store;31/08/2018;2018-08;4;3008;1594
Online;31/08/2018;2018-08;2;690;338
Wholesale;31/08/2018;2018-08;8;1032;475
Distributor;31/08/2018;2018-08;3;884;371
Distributor;09/01/2018;2018-01;4;1119;470
Online;09/01/2018;2018-01;4;2338;959
Online;09/01/2018;2018-01;2;811;551
Online;09/01/2018;2018-01;7;3933;1652
Distributor;09/01/2018;2018-01;4;844;338
Wholesale;09/01/2018;2018-01;4;181;119
Online;09/01/2018;2018-01;7;2365;1987
In-Store;09/01/2018;2018-01;4;2358;1085
In-Store;09/02/2018;2018-02;7;1749;1172
Online;09/02/2018;2018-02;3;1822;1203
Online;09/02/2018;2018-02;3;824;684
Wholesale;09/02/2018;2018-02;7;1883;1318
In-Store;09/02/2018;2018-02;5;3819;1566
Online;09/02/2018;2018-02;4;1085;673
Wholesale;09/02/2018;2018-02;8;1072;858
Wholesale;09/02/2018;2018-02;8;1052;442
In-Store;09/03/2018;2018-03;4;1025;584
Online;09/03/2018;2018-03;2;2231;1026
Distributor;09/03/2018;2018-03;2;261;118
In-Store;09/04/2018;2018-04;3;3524;2960
In-Store;09/04/2018;2018-04;6;3819;3208
Wholesale;09/04/2018;2018-04;5;3879;2560
In-Store;09/04/2018;2018-04;3;228;132
Online;09/04/2018;2018-04;2;1146;848
Distributor;09/04/2018;2018-04;2;2580;1135
Online;09/04/2018;2018-04;8;1106;464
Wholesale;09/04/2018;2018-04;4;1762;1216
Online;09/04/2018;2018-04;3;1990;935
In-Store;09/05/2018;2018-05;3;261;199
Wholesale;09/05/2018;2018-05;6;1072;675
In-Store;09/05/2018;2018-05;5;1059;900
In-Store;09/05/2018;2018-05;7;248;131
In-Store;09/05/2018;2018-05;8;2660;1117
In-Store;09/05/2018;2018-05;3;1032;867
Online;09/05/2018;2018-05;7;2546;1120
Online;09/05/2018;2018-05;7;858;660
Online;09/06/2018;2018-06;5;3946;1973
In-Store;09/06/2018;2018-06;2;4007;2484
Distributor;09/06/2018;2018-06;4;1132;759
Distributor;09/06/2018;2018-06;6;898;512
In-Store;09/06/2018;2018-06;4;3940;2679
Wholesale;09/06/2018;2018-06;7;1032;516
In-Store;09/06/2018;2018-06;7;6251;4938
Wholesale;09/06/2018;2018-06;7;3819;2177
Distributor;09/06/2018;2018-06;1;5481;3234
Distributor;09/07/2018;2018-07;8;1045;753
In-Store;09/07/2018;2018-07;7;2298;988
Online;09/07/2018;2018-07;7;925;730
In-Store;09/07/2018;2018-07;3;2975;2231
Distributor;09/07/2018;2018-07;6;831;515
In-Store;09/07/2018;2018-07;2;1052;642
Online;09/07/2018;2018-07;4;1032;764
In-Store;09/07/2018;2018-07;3;1776;906
In-Store;09/08/2018;2018-08;7;1809;1465
Online;09/08/2018;2018-08;8;1005;764
In-Store;09/08/2018;2018-08;4;168;85
Online;09/08/2018;2018-08;2;1099;681
Distributor;09/08/2018;2018-08;4;188;92
Wholesale;09/08/2018;2018-08;6;1065;511
Distributor;09/08/2018;2018-08;3;1179;814
In-Store;09/09/2018;2018-09;4;1045;418
Distributor;09/09/2018;2018-09;7;838;645
In-Store;09/09/2018;2018-09;4;1173;481
Distributor;09/09/2018;2018-09;1;268;123
In-Store;09/09/2018;2018-09;3;1085;640
Distributor;09/09/2018;2018-09;6;3116;1246
Wholesale;09/10/2018;2018-10;8;2412;1447
In-Store;09/10/2018;2018-10;5;3926;1924
Distributor;09/10/2018;2018-10;7;2285;1714
Online;09/10/2018;2018-10;5;784;557
In-Store;09/10/2018;2018-10;8;871;557
Online;09/10/2018;2018-10;3;1052;831
In-Store;09/10/2018;2018-10;1;1219;610
In-Store;09/10/2018;2018-10;5;878;509
In-Store;09/10/2018;2018-10;6;261;152
In-Store;09/11/2018;2018-11;7;5172;3155
Online;09/11/2018;2018-11;1;2238;1835
In-Store;09/11/2018;2018-11;5;181;136
In-Store;09/11/2018;2018-11;6;1876;1595
Distributor;09/11/2018;2018-11;8;5816;4304
In-Store;09/11/2018;2018-11;6;1923;904
In-Store;09/11/2018;2018-11;5;1052;442
Online;09/11/2018;2018-11;7;5997;3598
Wholesale;09/11/2018;2018-11;8;1173;926
Wholesale;09/11/2018;2018-11;8;208;154
In-Store;09/11/2018;2018-11;6;1085;868
Online;09/11/2018;2018-11;7;965;627
Wholesale;09/11/2018;2018-11;2;3832;3143
Distributor;09/12/2018;2018-12;2;1126;754
Distributor;09/12/2018;2018-12;2;1065;650
In-Store;09/12/2018;2018-12;7;6198;4214
Distributor;09/12/2018;2018-12;6;3913;2778
In-Store;09/12/2018;2018-12;1;248;186
Online;09/12/2018;2018-12;3;1039;789
In-Store;09/12/2018;2018-12;8;1099;604
In-Store;09/12/2018;2018-12;1;1273;815
Distributor;09/12/2018;2018-12;5;268;161
Distributor;13/09/2018;2018-09;8;3853;2157
Online;13/09/2018;2018-09;7;1876;900
In-Store;13/09/2018;2018-09;5;1286;888
Online;13/09/2018;2018-09;6;174;101
Distributor;13/09/2018;2018-09;6;5260;4102
Distributor;13/09/2018;2018-09;1;6512;5145
In-Store;13/09/2018;2018-09;3;1702;1021
Online;13/09/2018;2018-09;5;3832;2683
Distributor;13/09/2018;2018-09;7;1776;923
Online;13/09/2018;2018-09;2;1923;865
Wholesale;13/09/2018;2018-09;3;891;490
In-Store;14/09/2018;2018-09;7;3290;1875
Distributor;14/09/2018;2018-09;1;1079;593
Wholesale;14/09/2018;2018-09;2;3886;2720
Online;14/09/2018;2018-09;4;1682;1144
Wholesale;14/09/2018;2018-09;2;1065;852
Distributor;14/09/2018;2018-09;7;3913;3287
Online;14/09/2018;2018-09;2;3819;2521
Online;14/09/2018;2018-09;5;1025;759
Distributor;14/09/2018;2018-09;6;3203;1601
In-Store;14/09/2018;2018-09;1;5306;2441
In-Store;14/09/2018;2018-09;5;1849;1331
Online;14/09/2018;2018-09;3;194;138
In-Store;14/09/2018;2018-09;8;1052;757
Online;14/09/2018;2018-09;7;1809;1538
In-Store;15/09/2018;2018-09;2;214;131
In-Store;15/09/2018;2018-09;6;3531;2578
In-Store;15/09/2018;2018-09;6;1039;810
Online;15/09/2018;2018-09;2;3471;1562
Distributor;15/09/2018;2018-09;1;2660;2155
Online;15/09/2018;2018-09;8;1119;638
In-Store;15/09/2018;2018-09;4;3893;2258
In-Store;15/09/2018;2018-09;3;2003;922
Online;15/09/2018;2018-09;4;998;789
In-Store;16/09/2018;2018-09;3;2546;1655
Online;16/09/2018;2018-09;5;2553;2093
In-Store;16/09/2018;2018-09;8;3839;2611
Distributor;16/09/2018;2018-09;4;6077;4072
Distributor;16/09/2018;2018-09;7;1052;463
Distributor;16/09/2018;2018-09;8;1132;577
In-Store;17/09/2018;2018-09;8;2961;1185
In-Store;17/09/2018;2018-09;4;3397;2140
In-Store;17/09/2018;2018-09;7;5729;3323
Distributor;17/09/2018;2018-09;6;2224;1401
Online;17/09/2018;2018-09;3;3987;1674
Wholesale;17/09/2018;2018-09;8;5682;2614
Distributor;18/09/2018;2018-09;2;5273;3006
Distributor;18/09/2018;2018-09;8;1126;529
Online;18/09/2018;2018-09;7;690;400
In-Store;18/09/2018;2018-09;3;2546;1502
In-Store;18/09/2018;2018-09;5;3035;2276
Online;18/09/2018;2018-09;2;4007;2444
In-Store;19/09/2018;2018-09;6;3893;2180
In-Store;19/09/2018;2018-09;8;2566;1334
In-Store;19/09/2018;2018-09;8;1333;787
In-Store;19/09/2018;2018-09;5;1052;452
Wholesale;19/09/2018;2018-09;3;3946;3315
Distributor;19/09/2018;2018-09;8;1119;593
Online;19/09/2018;2018-09;8;2881;1325
In-Store;20/09/2018;2018-09;7;2224;1891
Online;20/09/2018;2018-09;1;1012;587
Distributor;20/09/2018;2018-09;2;168;124
In-Store;20/09/2018;2018-09;7;1139;740
Distributor;20/09/2018;2018-09;8;168;111
In-Store;20/09/2018;2018-09;1;864;553
In-Store;20/09/2018;2018-09;1;2915;2477
Distributor;21/09/2018;2018-09;3;5293;2858
In-Store;21/09/2018;2018-09;6;925;407
In-Store;21/09/2018;2018-09;4;884;619
Online;21/09/2018;2018-09;7;2459;1820
In-Store;21/09/2018;2018-09;8;925;656
In-Store;21/09/2018;2018-09;8;6345;3236
Online;21/09/2018;2018-09;2;3933;2910
Distributor;22/09/2018;2018-09;5;1112;500
Distributor;22/09/2018;2018-09;7;905;371
Online;22/09/2018;2018-09;2;1166;525
In-Store;22/09/2018;2018-09;7;174;117
In-Store;22/09/2018;2018-09;6;2379;1380
In-Store;22/09/2018;2018-09;4;1025;851
In-Store;22/09/2018;2018-09;6;3839;2035
Online;22/09/2018;2018-09;8;1032;650
Wholesale;22/09/2018;2018-09;6;1005;623
Distributor;23/09/2018;2018-09;6;3886;2215
In-Store;23/09/2018;2018-09;6;1126;574
In-Store;23/09/2018;2018-09;2;3899;1833
Online;23/09/2018;2018-09;5;1843;977
Online;23/09/2018;2018-09;2;201;86
Online;23/09/2018;2018-09;7;1769;708
In-Store;23/09/2018;2018-09;1;5997;3778
Online;23/09/2018;2018-09;1;2526;1667
Distributor;23/09/2018;2018-09;1;1005;563
Online;23/09/2018;2018-09;5;945;378
Online;23/09/2018;2018-09;7;1682;925
Online;24/09/2018;2018-09;2;181;152
Online;24/09/2018;2018-09;4;1896;1593
In-Store;24/09/2018;2018-09;8;804;410
In-Store;24/09/2018;2018-09;5;1112;779
Online;24/09/2018;2018-09;7;972;437
Online;24/09/2018;2018-09;2;2466;1381
In-Store;24/09/2018;2018-09;6;2660;1915
Wholesale;25/09/2018;2018-09;7;1675;1156
Online;25/09/2018;2018-09;5;6151;3506
Online;25/09/2018;2018-09;5;5306;2388
Distributor;25/09/2018;2018-09;6;3759;3082
Online;25/09/2018;2018-09;7;2291;1604
In-Store;25/09/2018;2018-09;7;5749;3564
Online;25/09/2018;2018-09;8;1910;1337
Online;25/09/2018;2018-09;7;3893;3309
Online;25/09/2018;2018-09;6;1119;750
Online;25/09/2018;2018-09;1;4000;2560
In-Store;26/09/2018;2018-09;2;1782;873
Distributor;26/09/2018;2018-09;4;1072;708
In-Store;26/09/2018;2018-09;4;918;560
Distributor;26/09/2018;2018-09;2;5253;2837
Distributor;26/09/2018;2018-09;4;6506;5400
In-Store;26/09/2018;2018-09;6;3390;1932
In-Store;26/09/2018;2018-09;5;221;108
Online;26/09/2018;2018-09;2;3993;3035
In-Store;26/09/2018;2018-09;8;2519;1612
In-Store;27/09/2018;2018-09;5;3953;2965
In-Store;27/09/2018;2018-09;3;1092;841
Online;27/09/2018;2018-09;7;5836;4727
In-Store;27/09/2018;2018-09;5;1702;1276
Wholesale;27/09/2018;2018-09;6;6117;4343
In-Store;27/09/2018;2018-09;2;1829;1189
In-Store;27/09/2018;2018-09;5;3933;2478
Online;27/09/2018;2018-09;2;1695;1102
Online;27/09/2018;2018-09;4;181;130
In-Store;28/09/2018;2018-09;1;878;632
In-Store;28/09/2018;2018-09;7;2647;1985
In-Store;28/09/2018;2018-09;4;5132;2207
Online;28/09/2018;2018-09;8;5112;3272
In-Store;28/09/2018;2018-09;7;1065;522
Online;28/09/2018;2018-09;6;3270;2060
In-Store;28/09/2018;2018-09;6;6070;3278
Online;28/09/2018;2018-09;7;1280;857
In-Store;28/09/2018;2018-09;1;3062;2450
In-Store;28/09/2018;2018-09;2;2647;1217
Distributor;29/09/2018;2018-09;6;5233;3768
Online;29/09/2018;2018-09;6;3987;3269
Online;29/09/2018;2018-09;4;248;178
Distributor;29/09/2018;2018-09;6;221;142
Distributor;29/09/2018;2018-09;3;1119;492
In-Store;29/09/2018;2018-09;1;5434;2826
In-Store;29/09/2018;2018-09;5;3028;1756
Online;29/09/2018;2018-09;1;3893;2297
In-Store;29/09/2018;2018-09;3;2580;2089
Wholesale;29/09/2018;2018-09;6;1809;1230
Online;30/09/2018;2018-09;4;5119;2457
Online;30/09/2018;2018-09;2;978;753
In-Store;30/09/2018;2018-09;3;771;555
In-Store;30/09/2018;2018-09;8;1085;760
In-Store;30/09/2018;2018-09;5;1990;796
In-Store;30/09/2018;2018-09;4;2908;2181
Wholesale;30/09/2018;2018-09;8;1166;886
Online;30/09/2018;2018-09;4;5715;4343
Online;30/09/2018;2018-09;7;1695;1254
Distributor;10/01/2018;2018-01;1;1039;644
In-Store;10/01/2018;2018-01;7;5789;2779
Online;10/01/2018;2018-01;2;2238;1119
Wholesale;10/01/2018;2018-01;7;1132;872
In-Store;10/01/2018;2018-01;4;891;552
Online;10/01/2018;2018-01;4;3819;3055
Distributor;10/02/2018;2018-02;6;1233;703
Online;10/02/2018;2018-02;3;6332;2533
Online;10/02/2018;2018-02;6;918;431
Online;10/02/2018;2018-02;4;1333;640
Online;10/02/2018;2018-02;4;5467;3444
Online;10/02/2018;2018-02;3;5896;3950
In-Store;10/02/2018;2018-02;1;1809;1212
Online;10/02/2018;2018-02;4;1112;723
Distributor;10/03/2018;2018-03;4;2546;1782
In-Store;10/03/2018;2018-03;8;1139;775
In-Store;10/03/2018;2018-03;2;3873;2362
Online;10/03/2018;2018-03;8;1327;809
Distributor;10/03/2018;2018-03;4;2526;1793
Online;10/03/2018;2018-03;4;925;564
Distributor;10/03/2018;2018-03;5;261;146
Online;10/04/2018;2018-04;6;235;162
Distributor;10/04/2018;2018-04;8;5775;4274
Online;10/04/2018;2018-04;6;3853;2812
Online;10/04/2018;2018-04;4;1045;585
Wholesale;10/04/2018;2018-04;2;864;536
In-Store;10/04/2018;2018-04;5;2559;2124
In-Store;10/05/2018;2018-05;6;1923;1000
In-Store;10/05/2018;2018-05;8;3980;2865
In-Store;10/05/2018;2018-05;6;918;707
In-Store;10/05/2018;2018-05;1;3672;1652
Online;10/05/2018;2018-05;6;1018;652
Wholesale;10/06/2018;2018-06;3;1052;831
Online;10/06/2018;2018-06;4;1025;789
Wholesale;10/06/2018;2018-06;2;194;84
In-Store;10/06/2018;2018-06;2;3993;1837
In-Store;10/06/2018;2018-06;5;5568;4176
In-Store;10/06/2018;2018-06;8;1065;501
Online;10/06/2018;2018-06;5;1072;911
Wholesale;10/06/2018;2018-06;1;214;154
In-Store;10/07/2018;2018-07;2;5112;2914
In-Store;10/07/2018;2018-07;7;905;615
Wholesale;10/07/2018;2018-07;4;2325;1953
In-Store;10/07/2018;2018-07;8;3993;3314
Online;10/07/2018;2018-07;3;1025;595
In-Store;10/07/2018;2018-07;1;1307;888
In-Store;10/07/2018;2018-07;5;255;102
Online;10/07/2018;2018-07;2;1896;1574
In-Store;10/08/2018;2018-08;3;1059;572
Wholesale;10/08/2018;2018-08;1;4020;2131
In-Store;10/08/2018;2018-08;5;2003;861
In-Store;10/08/2018;2018-08;6;5166;4029
Online;10/08/2018;2018-08;6;5146;3602
Online;10/08/2018;2018-08;4;1936;1278
Wholesale;10/09/2018;2018-09;7;174;115
Distributor;10/09/2018;2018-09;1;1729;1072
In-Store;10/09/2018;2018-09;5;1809;1122
In-Store;10/09/2018;2018-09;7;3518;2673
In-Store;10/09/2018;2018-09;5;2660;2155
Online;10/09/2018;2018-09;3;2352;1717
In-Store;10/10/2018;2018-10;5;181;94
